Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
New Hampshire,2020-07-30,6513,411,5688,414,NA
New Jersey,2020-07-30,182797,15798,32365,134634,NA
New Mexico,2020-07-30,20136,632,7657,11847,NA
New York,2020-07-30,413593,32492,72900,308201,NA
North Carolina,2020-07-30,118387,1888,92302,24197,NA
North Dakota,2020-07-30,6227,102,5087,1038,NA
Ohio,2020-07-30,87893,3159,62695,22039,NA
Oklahoma,2020-07-30,34623,523,27386,6714,NA
Oregon,2020-07-30,17721,311,3736,13674,NA
Pennsylvania,2020-07-30,114232,7175,82663,24394,NA
Rhode Island,2020-07-30,18800,1024,1810,15966,NA
South Carolina,2020-07-30,85846,1615,32859,51372,NA
South Dakota,2020-07-30,8641,129,7609,903,NA
Tennessee,2020-07-30,100822,1020,62129,37673,NA
Texas,2020-07-30,401798,6583,251346,162627,NA
Utah,2020-07-30,39194,292,26643,12259,NA
Vermont,2020-07-30,1406,56,1199,151,NA
Virginia,2020-07-30,87993,2125,11650,74218,NA
Washington,2020-07-30,55751,1575,NA,NA,NA
West Virginia,2020-07-30,6277,111,4589,1577,NA
Wisconsin,2020-07-30,51049,911,40416,9722,NA
Wyoming,2020-07-30,2628,26,2022,580,NA
Alabama,2021-07-30,577463,11510,NA,NA,1.9932012960137704
Alaska,2021-07-30,74911,386,NA,NA,0.5152781300476565
Arizona,2021-07-30,923204,18200,NA,NA,1.971395271250991
Arkansas,2021-07-30,382569,6110,NA,NA,1.597097517049212
California,2021-07-30,4026007,63996,NA,NA,1.5888400841740644
Colorado,2021-07-30,573907,6935,NA,NA,1.2083839367702434
Connecticut,2021-07-30,353844,8293,NA,NA,2.343688178971524
Delaware,2021-07-30,111129,1700,NA,NA,1.5297537096527458
District of Columbia,2021-07-30,50329,1149,NA,NA,2.282978004728884
Florida,2021-07-30,2523510,38670,NA,NA,1.5323894099884685
Georgia,2021-07-30,1175845,21665,NA,NA,1.842504751901824
Hawaii,2021-07-30,41303,534,NA,NA,1.2928842941190712
Idaho,2021-07-30,199955,2195,NA,NA,1.0977469930734416
Illinois,2021-07-30,1417263,25865,NA,NA,1.8249964897129185
Indiana,2021-07-30,769875,13999,NA,NA,1.8183471342750448
Iowa,2021-07-30,378831,6183,NA,NA,1.6321261987535338
Kansas,2021-07-30,331942,5253,NA,NA,1.5825053774454574
Kentucky,2021-07-30,481001,7327,NA,NA,1.5232816563790927
Louisiana,2021-07-30,536366,10968,NA,NA,2.044872344630346
Maine,2021-07-30,70261,899,NA,NA,1.279514951395511
Maryland,2021-07-30,467435,9818,NA,NA,2.1003989859552665
Massachusetts,2021-07-30,718849,18079,NA,NA,2.514992717524821
Michigan,2021-07-30,1008429,21165,NA,NA,2.098809137777672
Minnesota,2021-07-30,612001,7756,NA,NA,1.2673181906565512
Mississippi,2021-07-30,341862,7533,NA,NA,2.203520718886568
Missouri,2021-07-30,679845,10072,NA,NA,1.4815141686708
Montana,2021-07-30,116143,1704,NA,NA,1.4671568669657231
Nebraska,2021-07-30,228086,2280,NA,NA,0.9996229492384452
Nevada,2021-07-30,355091,5900,NA,NA,1.6615459135827153
New Hampshire,2021-07-30,100554,1387,NA,NA,1.3793583547148796
New Jersey,2021-07-30,1037052,26590,NA,NA,2.563998719447048
New Mexico,2021-07-30,210085,4408,NA,NA,2.098198348287598
New York,2021-07-30,2144741,53625,NA,NA,2.50030190125521
North Carolina,2021-07-30,1044877,13618,NA,NA,1.3033112988418734
North Dakota,2021-07-30,111486,1569,NA,NA,1.407351595716054
Ohio,2021-07-30,1126625,20687,NA,NA,1.8359258848330189
Oklahoma,2021-07-30,478858,7485,NA,NA,1.5630938608105116
Oregon,2021-07-30,218689,2855,NA,NA,1.305506907068943
Pennsylvania,2021-07-30,1237865,27842,NA,NA,2.249195186874174
Rhode Island,2021-07-30,154153,2739,NA,NA,1.776806160113653
South Carolina,2021-07-30,614912,9904,NA,NA,1.6106369691923397
South Dakota,2021-07-30,125225,2045,NA,NA,1.6330604911159912
Tennessee,2021-07-30,891331,12723,NA,NA,1.427415853369848
Texas,2021-07-30,3143886,53186,NA,NA,1.7047210124349184
Utah,2021-07-30,431256,2450,NA,NA,0.5681080379171536
Vermont,2021-07-30,24830,259,NA,NA,1.0430930326218284
Virginia,2021-07-30,693206,11525,NA,NA,1.6625649518325
Washington,2021-07-30,472362,6119,NA,NA,1.2954047954746573
West Virginia,2021-07-30,166748,2944,NA,NA,1.765538417252381
Wisconsin,2021-07-30,686013,8287,NA,NA,1.2079946006854096
Wyoming,2021-07-30,64955,776,NA,NA,1.1946732353167575
Alabama,2020-07-31,86664,1565,35401,49698,NA
Alaska,2020-07-31,2926,23,885,2018,NA
Arizona,2020-07-31,170798,3626,22358,144814,NA
Arkansas,2020-07-31,41759,442,34737,6580,NA
California,2020-07-31,499451,8900,NA,NA,NA
Colorado,2020-07-31,46204,1822,5277,39105,NA
Connecticut,2020-07-31,49670,4431,8613,36626,NA
Delaware,2020-07-31,14689,597,8140,5952,NA
District of Columbia,2020-07-31,12057,584,9777,1696,NA
Florida,2020-07-31,461379,6586,NA,NA,NA
Georgia,2020-07-31,182286,3671,NA,NA,NA
Hawaii,2020-07-31,1989,26,1215,748,NA
Idaho,2020-07-31,20242,177,6472,13593,NA
Illinois,2020-07-31,178135,7670,NA,NA,NA
Indiana,2020-07-31,65253,2875,45751,16627,NA
Iowa,2020-07-31,44285,865,31835,11585,NA
Kansas,2020-07-31,26881,357,1149,25375,NA
Kentucky,2020-07-31,29386,731,7590,21065,NA
Louisiana,2020-07-31,114481,3925,74246,36310,NA
Maine,2020-07-31,3888,122,3345,421,NA
Maryland,2020-07-31,87177,3488,5592,78097,NA
Massachusetts,2020-07-31,117098,8580,97595,10923,NA
Michigan,2020-07-31,89781,6443,57502,25836,NA
Minnesota,2020-07-31,53692,1634,46965,5093,NA
Mississippi,2020-07-31,57579,1611,35071,20897,NA
Missouri,2020-07-31,50103,1268,NA,NA,NA
Montana,2020-07-31,3814,55,2240,1519,NA
Nebraska,2020-07-31,25766,328,18802,6636,NA
Nevada,2020-07-31,46824,801,1085,44938,NA
New Hampshire,2020-07-31,6544,415,5710,419,NA
New Jersey,2020-07-31,183205,15809,32423,134973,NA
New Mexico,2020-07-31,20388,635,8015,11738,NA
New York,2020-07-31,414370,32516,72973,308881,NA
North Carolina,2020-07-31,120532,1922,92302,26308,NA
North Dakota,2020-07-31,6301,103,5181,1017,NA
Ohio,2020-07-31,89626,3185,64311,22130,NA
Oklahoma,2020-07-31,35740,536,28411,6793,NA
Oregon,2020-07-31,18131,316,3835,13980,NA
Pennsylvania,2020-07-31,115145,7198,83308,24639,NA
Rhode Island,2020-07-31,18950,1025,1813,16112,NA
South Carolina,2020-07-31,87572,1667,32859,53046,NA
South Dakota,2020-07-31,8685,129,7690,866,NA
Tennessee,2020-07-31,102871,1033,64234,37604,NA
Texas,2020-07-31,410559,6839,260542,162198,NA
Utah,2020-07-31,39696,300,27261,12135,NA
Vermont,2020-07-31,1407,57,1207,143,NA
Virginia,2020-07-31,88904,2141,11728,75035,NA
Washington,2020-07-31,56736,1588,NA,NA,NA
West Virginia,2020-07-31,6375,112,4703,1560,NA
Wisconsin,2020-07-31,52108,919,41319,9870,NA
Wyoming,2020-07-31,2686,26,2065,595,NA
Alabama,2021-07-31,577463,11510,NA,NA,1.9932012960137704
Alaska,2021-07-31,75486,389,NA,NA,0.5153273454680338
Arizona,2021-07-31,925169,18224,NA,NA,1.9698022739629193
Arkansas,2021-07-31,385113,6123,NA,NA,1.589922957677357
California,2021-07-31,4030683,64010,NA,NA,1.5873437051691957
Colorado,2021-07-31,575082,6945,NA,NA,1.2076538650140327
Connecticut,2021-07-31,354335,8293,NA,NA,2.340440543553417
Delaware,2021-07-31,111275,1830,NA,NA,1.6445742529768592
District of Columbia,2021-07-31,50398,1149,NA,NA,2.27985237509425
Florida,2021-07-31,2634234,39079,NA,NA,1.483505261871193
Georgia,2021-07-31,1179449,21676,NA,NA,1.8378073151107
Hawaii,2021-07-31,41925,537,NA,NA,1.2808586762075134
Idaho,2021-07-31,200484,2197,NA,NA,1.0958480477245067
Illinois,2021-07-31,1419611,25873,NA,NA,1.8225415272211896
Indiana,2021-07-31,771299,14005,NA,NA,1.8157679447270123
Iowa,2021-07-31,378831,6183,NA,NA,1.6321261987535338
Kansas,2021-07-31,333850,5261,NA,NA,1.575857420997454
Kentucky,2021-07-31,482599,7334,NA,NA,1.51968818833027
Louisiana,2021-07-31,541679,10999,NA,NA,2.0305383815876192
Maine,2021-07-31,70372,899,NA,NA,1.2774967316546353
Maryland,2021-07-31,467961,9818,NA,NA,2.0980380843702786
Massachusetts,2021-07-31,719780,18082,NA,NA,2.5121564922615245
Michigan,2021-07-31,1011106,21188,NA,NA,2.095527076290715
Minnesota,2021-07-31,612701,7761,NA,NA,1.2666863608840202
Mississippi,2021-07-31,343505,7543,NA,NA,2.1958923450895913
Missouri,2021-07-31,683802,10081,NA,NA,1.474257168010623
Montana,2021-07-31,116366,1704,NA,NA,1.464345255486998
Nebraska,2021-07-31,228450,2280,NA,NA,0.9980302035456337
Nevada,2021-07-31,356401,5912,NA,NA,1.6588056711400925
New Hampshire,2021-07-31,100657,1387,NA,NA,1.3779468889396664
New Jersey,2021-07-31,1038171,26595,NA,NA,2.561716711408814
New Mexico,2021-07-31,210416,4410,NA,NA,2.095848224469622
New York,2021-07-31,2147318,53632,NA,NA,2.497627272718806
North Carolina,2021-07-31,1048076,13635,NA,NA,1.300955274235838
North Dakota,2021-07-31,111570,1570,NA,NA,1.4071883122703237
Ohio,2021-07-31,1127808,20694,NA,NA,1.834620786516854
Oklahoma,2021-07-31,480635,7485,NA,NA,1.5573148022928
Oregon,2021-07-31,219755,2858,NA,NA,1.3005392368774318
Pennsylvania,2021-07-31,1238917,27850,NA,NA,2.247931055914157
Rhode Island,2021-07-31,154339,2740,NA,NA,1.7753127854916777
South Carolina,2021-07-31,617148,9904,NA,NA,1.6048014414694691
South Dakota,2021-07-31,125225,2045,NA,NA,1.6330604911159912
Tennessee,2021-07-31,893554,12724,NA,NA,1.423976614731734
Texas,2021-07-31,3160113,53248,NA,NA,1.6992384891814278
Utah,2021-07-31,432467,2451,NA,NA,0.5667484455461341
Vermont,2021-07-31,24889,260,NA,NA,1.044638193579493
Virginia,2021-07-31,694384,11532,NA,NA,1.6607525519021176
Washington,2021-07-31,473076,6122,NA,NA,1.2940838258546197
West Virginia,2021-07-31,167016,2946,NA,NA,1.7639028596062654
Wisconsin,2021-07-31,687198,8290,NA,NA,1.206348097637071
Wyoming,2021-07-31,65127,776,NA,NA,1.1915181107681914
Alabama,2020-08-01,88266,1580,35401,51285,NA
Alaska,2020-08-01,3036,23,898,2115,NA
Arizona,2020-08-01,174010,3694,22714,147602,NA
Arkansas,2020-08-01,42511,453,35413,6645,NA
California,2020-08-01,506857,9056,NA,NA,NA
Colorado,2020-08-01,46809,1838,5309,39662,NA
Connecticut,2020-08-01,49810,4432,8613,36765,NA
Delaware,2020-08-01,14788,598,8179,6011,NA
District of Columbia,2020-08-01,12057,584,9816,1657,NA
Florida,2020-08-01,470386,6843,NA,NA,NA
Georgia,2020-08-01,186352,3752,NA,NA,NA
Hawaii,2020-08-01,2111,26,1226,859,NA
Idaho,2020-08-01,20716,188,6744,13784,NA
Illinois,2020-08-01,180115,7692,NA,NA,NA
Indiana,2020-08-01,66154,2886,46466,16802,NA
Iowa,2020-08-01,44753,872,32578,11303,NA
Kansas,2020-08-01,27362,358,1178,25826,NA
Kentucky,2020-08-01,30151,735,7481,21935,NA
Louisiana,2020-08-01,116280,3949,74246,38085,NA
Maine,2020-08-01,3912,123,3361,428,NA
Maryland,2020-08-01,88346,3493,5689,79164,NA
Massachusetts,2020-08-01,117612,8609,97595,11408,NA
Michigan,2020-08-01,90574,6450,57502,26622,NA
Minnesota,2020-08-01,54463,1640,47289,5534,NA
Mississippi,2020-08-01,58747,1663,35071,22013,NA
Missouri,2020-08-01,51580,1278,NA,NA,NA
Montana,2020-08-01,3965,60,2331,1574,NA
Nebraska,2020-08-01,26211,332,18997,6882,NA
Nevada,2020-08-01,48088,830,1127,46131,NA
New Hampshire,2020-08-01,6583,415,5722,446,NA
New Jersey,2020-08-01,183953,15819,32475,135659,NA
New Mexico,2020-08-01,20600,642,8015,11943,NA
New York,2020-08-01,415014,32522,73055,309437,NA
North Carolina,2020-08-01,122298,1942,92302,28054,NA
North Dakota,2020-08-01,6469,103,5289,1077,NA
Ohio,2020-08-01,91159,3209,65788,22162,NA
Oklahoma,2020-08-01,36487,541,29187,6759,NA
Oregon,2020-08-01,18492,322,3872,14298,NA
Pennsylvania,2020-08-01,116152,7209,84036,24907,NA
Rhode Island,2020-08-01,19022,1026,1823,16173,NA
South Carolina,2020-08-01,89016,1712,32859,54445,NA
South Dakota,2020-08-01,8764,130,7761,873,NA
Tennessee,2020-08-01,105959,1060,66357,38542,NA
Texas,2020-08-01,419149,6979,273191,160511,NA
Utah,2020-08-01,40196,304,28130,11762,NA
Vermont,2020-08-01,1414,57,1211,146,NA
Virginia,2020-08-01,89888,2174,11937,75777,NA
Washington,2020-08-01,57586,1603,NA,NA,NA
West Virginia,2020-08-01,6579,116,4815,1648,NA
Wisconsin,2020-08-01,52940,934,42317,9689,NA
Wyoming,2020-08-01,2726,26,2123,577,NA
Alabama,2021-08-01,585607,11536,NA,NA,1.9699218076286655
Alaska,2021-08-01,75486,389,NA,NA,0.5153273454680338
Arizona,2021-08-01,927235,18246,NA,NA,1.967785944232045
Arkansas,2021-08-01,386452,6141,NA,NA,1.589071864034861
California,2021-08-01,4034230,64010,NA,NA,1.585947135756183
Colorado,2021-08-01,575082,6945,NA,NA,1.2076538650140327
Connecticut,2021-08-01,354335,8293,NA,NA,2.340440543553417
Delaware,2021-08-01,111407,1833,NA,NA,1.6453185167897888
District of Columbia,2021-08-01,50398,1149,NA,NA,2.27985237509425
Florida,2021-08-01,2634234,39079,NA,NA,1.483505261871193
Georgia,2021-08-01,1179449,21676,NA,NA,1.8378073151107
Hawaii,2021-08-01,42410,537,NA,NA,1.2662107993397784
Idaho,2021-08-01,200484,2197,NA,NA,1.0958480477245067
Illinois,2021-08-01,1419611,25873,NA,NA,1.8225415272211896
Indiana,2021-08-01,771299,14005,NA,NA,1.8157679447270123
Iowa,2021-08-01,378831,6183,NA,NA,1.6321261987535338
Kansas,2021-08-01,333850,5261,NA,NA,1.575857420997454
Kentucky,2021-08-01,484160,7340,NA,NA,1.51968818833027
Louisiana,2021-08-01,541679,10999,NA,NA,2.0305383815876192
Maine,2021-08-01,70463,900,NA,NA,1.2772660829087603
Maryland,2021-08-01,468548,9825,NA,NA,2.0969036256690883
Massachusetts,2021-08-01,719780,18082,NA,NA,2.5121564922615245
Michigan,2021-08-01,1011106,21188,NA,NA,2.095527076290715
Minnesota,2021-08-01,612701,7761,NA,NA,1.2666863608840202
Mississippi,2021-08-01,343505,7543,NA,NA,2.1958923450895913
Missouri,2021-08-01,686547,10099,NA,NA,1.470984506523224
Montana,2021-08-01,116366,1704,NA,NA,1.464345255486998
Nebraska,2021-08-01,228450,2280,NA,NA,0.9980302035456337
Nevada,2021-08-01,356401,5912,NA,NA,1.6588056711400925
New Hampshire,2021-08-01,100657,1387,NA,NA,1.3779468889396664
New Jersey,2021-08-01,1039353,26602,NA,NA,2.5594769053439976
New Mexico,2021-08-01,210416,4410,NA,NA,2.095848224469622
New York,2021-08-01,2150390,53641,NA,NA,2.494477745897256
North Carolina,2021-08-01,1048076,13635,NA,NA,1.300955274235838
North Dakota,2021-08-01,111644,1570,NA,NA,1.4062555981512666
Ohio,2021-08-01,1129277,20705,NA,NA,1.8332083270977804
Oklahoma,2021-08-01,480635,7485,NA,NA,1.5573148022928
Oregon,2021-08-01,219755,2858,NA,NA,1.3005392368774318
Pennsylvania,2021-08-01,1240105,27850,NA,NA,2.2457775752859637
Rhode Island,2021-08-01,154339,2740,NA,NA,1.7753127854916777
South Carolina,2021-08-01,617148,9904,NA,NA,1.6048014414694691
South Dakota,2021-08-01,125225,2045,NA,NA,1.6330604911159912
Tennessee,2021-08-01,893554,12724,NA,NA,1.423976614731734
Texas,2021-08-01,3173009,53277,NA,NA,1.6973484128038503
Utah,2021-08-01,432467,2451,NA,NA,0.5667484455461341
Vermont,2021-08-01,24889,260,NA,NA,1.044638193579493
Virginia,2021-08-01,694384,11532,NA,NA,1.6607525519021176
Washington,2021-08-01,473076,6122,NA,NA,1.2940838258546197
West Virginia,2021-08-01,167016,2946,NA,NA,1.7639028596062654
Wisconsin,2021-08-01,687198,8290,NA,NA,1.206348097637071
Wyoming,2021-08-01,65127,776,NA,NA,1.1915181107681914
Alabama,2020-08-02,90299,1603,35401,53295,NA
Alaska,2020-08-02,3184,24,930,2230,NA
Arizona,2020-08-02,177002,3747,23064,150191,NA
Arkansas,2020-08-02,43173,458,36034,6681,NA
California,2020-08-02,515466,9212,NA,NA,NA
Colorado,2020-08-02,47267,1844,5334,40089,NA
Connecticut,2020-08-02,49810,4432,8613,36765,NA
Delaware,2020-08-02,14877,600,8212,6065,NA
District of Columbia,2020-08-02,12057,584,9816,1657,NA
Florida,2020-08-02,480028,7022,NA,NA,NA
Georgia,2020-08-02,190012,3825,NA,NA,NA
Hawaii,2020-08-02,2197,26,1243,928,NA
Idaho,2020-08-02,21110,197,6998,13915,NA
Illinois,2020-08-02,181754,7700,NA,NA,NA
Indiana,2020-08-02,67122,2899,46955,17268,NA
Iowa,2020-08-02,45293,874,32819,11600,NA
Kansas,2020-08-02,27590,358,1178,26054,NA
Kentucky,2020-08-02,30723,740,8135,21848,NA
Louisiana,2020-08-02,116280,3949,74246,38085,NA
Maine,2020-08-02,3937,123,3377,437,NA
Maryland,2020-08-02,89365,3506,5713,80146,NA
Massachusetts,2020-08-02,118040,8626,97595,11819,NA
Michigan,2020-08-02,91332,6457,60022,24853,NA
Minnesota,2020-08-02,55188,1646,48119,5423,NA
Mississippi,2020-08-02,59881,1693,35071,23117,NA
Missouri,2020-08-02,52598,1289,NA,NA,NA
Montana,2020-08-02,4081,61,2456,1564,NA
Nebraska,2020-08-02,26391,332,19172,6887,NA
Nevada,2020-08-02,49074,832,1127,47115,NA
New Hampshire,2020-08-02,6614,416,5794,404,NA
New Jersey,2020-08-02,184358,15830,32475,136053,NA
New Mexico,2020-08-02,20796,651,8139,12006,NA
New York,2020-08-02,415767,32527,73134,310106,NA
North Carolina,2020-08-02,124006,1979,92302,29725,NA
North Dakota,2020-08-02,6602,103,5396,1103,NA
Ohio,2020-08-02,92087,3223,67319,21545,NA
Oklahoma,2020-08-02,37731,549,30282,6900,NA
Oregon,2020-08-02,18817,325,3872,14620,NA
Pennsylvania,2020-08-02,117045,7221,85831,23993,NA
Rhode Island,2020-08-02,19022,1027,1823,16172,NA
South Carolina,2020-08-02,90599,1751,32859,55989,NA
South Dakota,2020-08-02,8867,134,7820,913,NA
Tennessee,2020-08-02,108184,1067,67651,39466,NA
Texas,2020-08-02,423851,7267,282604,156918,NA
Utah,2020-08-02,40702,310,28747,11645,NA
Vermont,2020-08-02,1421,57,1231,133,NA
Virginia,2020-08-02,90801,2215,12007,76579,NA
Washington,2020-08-02,58216,1619,NA,NA,NA
West Virginia,2020-08-02,6738,116,4858,1764,NA
Wisconsin,2020-08-02,54002,947,43284,9771,NA
Wyoming,2020-08-02,2769,26,2153,590,NA
Alabama,2021-08-02,587405,11536,NA,NA,1.963892033605434
Alaska,2021-08-02,75486,389,NA,NA,0.5153273454680338
Arizona,2021-08-02,929541,18251,NA,NA,1.9634421719967168
Arkansas,2021-08-02,388436,6157,NA,NA,1.5850745039079797
California,2021-08-02,4058516,64149,NA,NA,1.5798810403684986
Colorado,2021-08-02,575082,6945,NA,NA,1.2076538650140327
Connecticut,2021-08-02,354335,8293,NA,NA,2.340440543553417
Delaware,2021-08-02,111563,1833,NA,NA,1.6430178464186156
District of Columbia,2021-08-02,50398,1149,NA,NA,2.27985237509425
Florida,2021-08-02,2634234,39079,NA,NA,1.483505261871193
Georgia,2021-08-02,1179449,21676,NA,NA,1.8378073151107
Hawaii,2021-08-02,42862,537,NA,NA,1.2528580094255983
Idaho,2021-08-02,200484,2197,NA,NA,1.0958480477245067
Illinois,2021-08-02,1419611,25873,NA,NA,1.8225415272211896
Indiana,2021-08-02,771299,14005,NA,NA,1.8157679447270123
Iowa,2021-08-02,378831,6183,NA,NA,1.6321261987535338
Kansas,2021-08-02,333850,5261,NA,NA,1.575857420997454
Kentucky,2021-08-02,485063,7343,NA,NA,1.51968818833027
Louisiana,2021-08-02,541679,10999,NA,NA,2.0305383815876192
Maine,2021-08-02,70463,900,NA,NA,1.2772660829087603
Maryland,2021-08-02,469095,9828,NA,NA,2.0950980078662105
Massachusetts,2021-08-02,719780,18082,NA,NA,2.5121564922615245
Michigan,2021-08-02,1011106,21188,NA,NA,2.095527076290715
Minnesota,2021-08-02,612701,7761,NA,NA,1.2666863608840202
Mississippi,2021-08-02,343505,7543,NA,NA,2.1958923450895913
Missouri,2021-08-02,688472,10102,NA,NA,1.4673073124251967
Montana,2021-08-02,116366,1704,NA,NA,1.464345255486998
Nebraska,2021-08-02,228450,2280,NA,NA,0.9980302035456337
Nevada,2021-08-02,356401,5912,NA,NA,1.6588056711400925
New Hampshire,2021-08-02,100657,1387,NA,NA,1.3779468889396664
New Jersey,2021-08-02,1040281,26607,NA,NA,2.5576743206883523
New Mexico,2021-08-02,210416,4410,NA,NA,2.095848224469622
New York,2021-08-02,2152964,53650,NA,NA,2.4919134737041584
North Carolina,2021-08-02,1048076,13635,NA,NA,1.300955274235838
North Dakota,2021-08-02,111674,1570,NA,NA,1.4058778229489406
Ohio,2021-08-02,1130134,20712,NA,NA,1.832437569350183
Oklahoma,2021-08-02,480635,7485,NA,NA,1.5573148022928
Oregon,2021-08-02,219755,2858,NA,NA,1.3005392368774318
Pennsylvania,2021-08-02,1241100,27856,NA,NA,2.2444605591813716
Rhode Island,2021-08-02,154339,2740,NA,NA,1.7753127854916777
South Carolina,2021-08-02,617148,9904,NA,NA,1.6048014414694691
South Dakota,2021-08-02,125225,2045,NA,NA,1.6330604911159912
Tennessee,2021-08-02,893554,12724,NA,NA,1.423976614731734
Texas,2021-08-02,3175412,53296,NA,NA,1.696145101623584
Utah,2021-08-02,432467,2451,NA,NA,0.5667484455461341
Vermont,2021-08-02,24889,260,NA,NA,1.044638193579493
Virginia,2021-08-02,694384,11532,NA,NA,1.6607525519021176
Washington,2021-08-02,473076,6122,NA,NA,1.2940838258546197
West Virginia,2021-08-02,167016,2946,NA,NA,1.7639028596062654
Wisconsin,2021-08-02,687198,8290,NA,NA,1.206348097637071
Wyoming,2021-08-02,65127,776,NA,NA,1.1915181107681914
Alabama,2020-08-03,91458,1627,35401,54430,NA
Alaska,2020-08-03,3325,24,932,2369,NA
Arizona,2020-08-03,178467,3765,23413,151289,NA
Arkansas,2020-08-03,43810,464,36034,7312,NA
California,2020-08-03,521035,9289,NA,NA,NA
Colorado,2020-08-03,47727,1844,5359,40524,NA
Connecticut,2020-08-03,49810,4432,8613,36765,NA
Delaware,2020-08-03,14949,600,8235,6114,NA
District of Columbia,2020-08-03,12057,584,9870,1603,NA
Florida,2020-08-03,487132,7084,NA,NA,NA
Georgia,2020-08-03,193177,3840,NA,NA,NA
Hawaii,2020-08-03,2242,26,1269,947,NA
Idaho,2020-08-03,21110,197,7146,13767,NA
Illinois,2020-08-03,183224,7714,NA,NA,NA
Indiana,2020-08-03,67857,2908,47355,17594,NA
Iowa,2020-08-03,45723,878,32952,11893,NA
Kansas,2020-08-03,27869,361,1178,26330,NA
Kentucky,2020-08-03,31185,742,8135,22308,NA
Louisiana,2020-08-03,119747,4007,74246,41494,NA
Maine,2020-08-03,3958,123,3387,448,NA
Maryland,2020-08-03,90274,3515,5713,81046,NA
Massachusetts,2020-08-03,118458,8638,97595,12225,NA
Michigan,2020-08-03,91758,6457,60022,25279,NA
Minnesota,2020-08-03,55947,1654,48847,5446,NA
Mississippi,2020-08-03,60553,1703,35071,23779,NA
Missouri,2020-08-03,53157,1290,NA,NA,NA
Montana,2020-08-03,4193,61,2466,1666,NA
Nebraska,2020-08-03,26702,332,19325,7045,NA
Nevada,2020-08-03,50205,832,1127,48246,NA
New Hampshire,2020-08-03,6634,417,5794,423,NA
New Jersey,2020-08-03,184709,15836,32475,136398,NA
New Mexico,2020-08-03,21016,654,8286,12076,NA
New York,2020-08-03,416298,32543,73222,310533,NA
North Carolina,2020-08-03,125330,1983,92302,31045,NA
North Dakota,2020-08-03,6660,105,5396,1159,NA
Ohio,2020-08-03,93031,3246,68394,21391,NA
Oklahoma,2020-08-03,38225,550,30820,6855,NA
Oregon,2020-08-03,19097,326,3872,14899,NA
Pennsylvania,2020-08-03,117705,7225,86328,24152,NA
Rhode Island,2020-08-03,19022,1029,1823,16170,NA
South Carolina,2020-08-03,91788,1777,32859,57152,NA
South Dakota,2020-08-03,8955,135,7909,911,NA
Tennessee,2020-08-03,109627,1073,68471,40083,NA
Texas,2020-08-03,428443,7284,282604,160089,NA
Utah,2020-08-03,41175,311,29389,11475,NA
Vermont,2020-08-03,1426,57,1238,131,NA
Virginia,2020-08-03,91782,2218,12108,77456,NA
Washington,2020-08-03,58767,1628,NA,NA,NA
West Virginia,2020-08-03,6858,117,4897,1844,NA
Wisconsin,2020-08-03,54924,948,43964,10012,NA
Wyoming,2020-08-03,2808,26,2173,609,NA
Alabama,2021-08-03,589110,11536,NA,NA,1.9582081444891448
Alaska,2021-08-03,76237,389,NA,NA,0.5102509280270735
Arizona,2021-08-03,931387,18252,NA,NA,1.959658015411424
Arkansas,2021-08-03,389280,6199,NA,NA,1.5924270448006577
California,2021-08-03,4068333,64167,NA,NA,1.5765103955783903
Colorado,2021-08-03,577285,6956,NA,NA,1.2049507608893355
Connecticut,2021-08-03,355580,8293,NA,NA,2.3322459080938187
Delaware,2021-08-03,111681,1833,NA,NA,1.6412818653128105
District of Columbia,2021-08-03,50718,1149,NA,NA,2.2654678812256
Florida,2021-08-03,2634234,39079,NA,NA,1.483505261871193
Georgia,2021-08-03,1185594,21698,NA,NA,1.8301374669574912
Hawaii,2021-08-03,43227,537,NA,NA,1.242279131098619
Idaho,2021-08-03,201352,2203,NA,NA,1.0941038579204576
Illinois,2021-08-03,1425219,25884,NA,NA,1.8161419402912815
Indiana,2021-08-03,774097,14012,NA,NA,1.8101090690184825
Iowa,2021-08-03,378831,6183,NA,NA,1.6321261987535338
Kansas,2021-08-03,333926,5261,NA,NA,1.575498763199032
Kentucky,2021-08-03,486115,7348,NA,NA,1.511576478816741
Louisiana,2021-08-03,552787,11026,NA,NA,1.9946199892544507
Maine,2021-08-03,70463,900,NA,NA,1.2772660829087603
Maryland,2021-08-03,469542,9829,NA,NA,2.0933164658326624
Massachusetts,2021-08-03,721885,18084,NA,NA,2.5051081543459137
Michigan,2021-08-03,1011106,21188,NA,NA,2.095527076290715
Minnesota,2021-08-03,613325,7767,NA,NA,1.2663759018464924
Mississippi,2021-08-03,348496,7556,NA,NA,2.1681740966897753
Missouri,2021-08-03,689673,10106,NA,NA,1.465332121164668
Montana,2021-08-03,116634,1708,NA,NA,1.4644100348097466
Nebraska,2021-08-03,228450,2280,NA,NA,0.9980302035456337
Nevada,2021-08-03,358932,5918,NA,NA,1.6487802703576164
New Hampshire,2021-08-03,100986,1387,NA,NA,1.3734577070088922
New Jersey,2021-08-03,1041159,26606,NA,NA,2.5554214101784645
New Mexico,2021-08-03,211492,4414,NA,NA,2.087076579728784
New York,2021-08-03,2155356,53657,NA,NA,2.4894727367543923
North Carolina,2021-08-03,1056699,13670,NA,NA,1.2936512668224347
